"Plot Title: DL5"
#,"Date Time, GMT-05:00","Temp, °F (LGR S/N: 20098520, SEN S/N: 10762331, LBL: Tamb)","RH, % (LGR S/N: 21098500, SEN S/N: 10263331)","Wind Speed, mph (LGR S/N: 20198500, SEN S/N: 21706789)","Wind Direction, ø (LGR S/N: 20198500, SEN S/N: 21706789)","Solar Radiation, W/m² (LGR S/N: 20034090, SEN S/N: 23073988)"
7092,03/17/20 11:00:00 AM,39.00,87.90,8.41,174.70,65.08
7093,03/17/20 12:00:00 PM,39.84,89.90,7.22,176.60,101.65
7094,03/17/20 01:00:00 PM,41.36,88.50,6.38,179.60,211.38
7095,03/17/20 02:00:00 PM,43.89,88.10,6.65,244.40,148.22
7096,03/17/20 03:00:00 PM,43.54,84.10,9.13,301.70,140.03
7097,03/17/20 04:00:00 PM,44.17,70.26,10.88,294.60,156.41
7098,03/17/20 05:00:00 PM,42.99,66.87,11.62,285.00,64.07
7099,03/17/20 06:00:00 PM,43.01,63.94,10.86,276.10,62.16
7100,03/17/20 07:00:00 PM,42.65,64.29,10.20,275.50,14.59
7101,03/17/20 08:00:00 PM,42.24,61.79,7.99,289.10,0.56
7102,03/17/20 09:00:00 PM,41.27,62.30,10.40,274.90,0.00
7103,03/17/20 10:00:00 PM,40.12,62.77,9.22,275.80,0.00
7104,03/17/20 11:00:00 PM,39.47,64.22,8.52,276.50,0.00
7105,03/18/20 12:00:00 AM,39.07,67.82,7.46,284.60,0.00
7106,03/18/20 01:00:00 AM,38.26,70.83,5.45,288.30,0.00
7107,03/18/20 02:00:00 AM,37.07,73.83,3.17,287.20,0.00
7108,03/18/20 03:00:00 AM,34.62,81.60,3.69,303.80,0.00
7109,03/18/20 04:00:00 AM,30.05,88.00,3.14,99.40,0.00
7110,03/18/20 05:00:00 AM,28.36,90.30,3.04,111.00,0.00
7111,03/18/20 06:00:00 AM,27.27,91.30,3.11,86.30,0.00
7112,03/18/20 07:00:00 AM,26.31,92.10,2.73,77.40,0.00
7113,03/18/20 08:00:00 AM,25.38,93.00,2.87,103.80,26.14
7114,03/18/20 09:00:00 AM,28.60,91.40,1.82,80.20,141.26
7115,03/18/20 10:00:00 AM,34.66,75.08,1.55,131.70,319.55
7116,03/18/20 11:00:00 AM,39.48,64.88,2.70,97.00,445.66
7117,03/18/20 12:00:00 PM,42.83,57.73,2.58,189.10,547.87
7118,03/18/20 01:00:00 PM,45.01,48.38,3.96,287.40,464.28
7119,03/18/20 02:00:00 PM,47.44,45.26,4.74,171.20,378.90
7120,03/18/20 03:00:00 PM,47.53,48.39,8.67,158.20,237.98
7121,03/18/20 04:00:00 PM,47.97,47.74,10.29,154.50,230.91
7122,03/18/20 05:00:00 PM,49.50,46.88,10.97,129.30,211.27
7123,03/18/20 06:00:00 PM,50.59,43.82,10.24,155.40,116.58
7124,03/18/20 07:00:00 PM,49.89,46.80,8.34,146.60,30.07
7125,03/18/20 08:00:00 PM,48.60,46.44,7.66,140.60,0.34
7126,03/18/20 09:00:00 PM,48.96,43.73,9.12,155.30,0.00
7127,03/18/20 10:00:00 PM,48.94,47.82,10.75,156.10,0.00
7128,03/18/20 11:00:00 PM,46.39,76.22,9.89,161.50,0.00
7129,03/19/20 12:00:00 AM,42.61,83.90,9.39,157.00,0.00
7130,03/19/20 01:00:00 AM,41.64,88.10,10.20,149.80,0.00
7131,03/19/20 02:00:00 AM,40.68,92.10,9.60,143.80,0.00
7132,03/19/20 03:00:00 AM,40.48,92.50,11.11,143.80,0.00
7133,03/19/20 04:00:00 AM,40.85,93.40,11.45,147.40,0.00
7134,03/19/20 05:00:00 AM,40.86,94.30,8.27,129.10,0.00
7135,03/19/20 06:00:00 AM,40.67,95.80,6.54,127.10,0.00
7136,03/19/20 07:00:00 AM,40.68,95.80,6.27,126.40,0.00
7137,03/19/20 08:00:00 AM,40.85,95.20,7.71,119.10,5.39
7138,03/19/20 09:00:00 AM,41.34,94.90,8.33,130.80,43.53
7139,03/19/20 10:00:00 AM,42.28,93.80,9.10,114.30,122.19
7140,03/19/20 11:00:00 AM,43.48,92.50,7.14,127.40,137.00
7141,03/19/20 12:00:00 PM,45.15,90.70,9.00,120.20,294.53
7142,03/19/20 01:00:00 PM,46.78,88.60,8.00,136.30,265.02
7143,03/19/20 02:00:00 PM,47.52,87.00,9.11,160.10,266.48
7144,03/19/20 03:00:00 PM,47.91,87.60,9.79,151.00,212.51
7145,03/19/20 04:00:00 PM,48.76,86.40,7.70,140.60,130.38
7146,03/19/20 05:00:00 PM,49.86,84.30,5.33,132.60,139.58
7147,03/19/20 06:00:00 PM,50.43,84.70,4.92,128.70,48.25
7148,03/19/20 07:00:00 PM,50.20,85.70,6.32,113.80,19.41
7149,03/19/20 08:00:00 PM,49.71,87.10,7.83,132.20,0.90
7150,03/19/20 09:00:00 PM,48.92,90.40,11.96,138.40,0.11
7151,03/19/20 10:00:00 PM,48.33,91.20,12.79,153.30,0.00
7152,03/19/20 11:00:00 PM,48.45,91.00,11.62,150.50,0.11
7153,03/20/20 12:00:00 AM,48.60,94.10,13.68,150.60,0.00
7154,03/20/20 01:00:00 AM,48.63,94.80,11.99,151.70,0.00
7155,03/20/20 02:00:00 AM,48.76,94.60,11.85,161.20,0.00
7156,03/20/20 03:00:00 AM,50.13,94.00,12.63,170.60,0.00
7157,03/20/20 04:00:00 AM,51.46,94.30,10.75,165.00,0.00
7158,03/20/20 05:00:00 AM,52.05,94.90,10.83,153.60,0.00
7159,03/20/20 06:00:00 AM,52.52,94.10,10.89,147.00,0.00
7160,03/20/20 07:00:00 AM,53.33,93.50,10.85,152.70,0.11
7161,03/20/20 08:00:00 AM,54.18,92.50,11.35,149.80,6.73
7162,03/20/20 09:00:00 AM,55.51,92.30,11.72,151.30,27.71
7163,03/20/20 10:00:00 AM,56.75,89.90,13.42,154.70,83.59
7164,03/20/20 11:00:00 AM,58.87,87.90,12.13,166.10,111.98
7165,03/20/20 12:00:00 PM,61.90,82.30,11.86,158.40,139.46
7166,03/20/20 01:00:00 PM,64.08,92.20,9.90,229.50,121.51
7167,03/20/20 02:00:00 PM,63.72,89.00,6.53,227.10,226.20
7168,03/20/20 03:00:00 PM,67.35,74.85,11.07,238.70,389.22
7169,03/20/20 04:00:00 PM,66.25,71.32,13.88,250.30,144.63
7170,03/20/20 05:00:00 PM,67.15,57.79,16.01,270.60,230.01
7171,03/20/20 06:00:00 PM,63.52,63.42,18.13,286.60,150.80
7172,03/20/20 07:00:00 PM,58.19,67.50,14.69,299.10,25.47
7173,03/20/20 08:00:00 PM,52.75,68.17,14.09,299.90,1.01
7174,03/20/20 09:00:00 PM,47.88,74.97,13.20,310.20,0.00
7175,03/20/20 10:00:00 PM,43.78,76.69,11.03,321.40,0.00
7176,03/20/20 11:00:00 PM,41.35,76.08,12.15,315.50,0.00
7177,03/21/20 12:00:00 AM,38.51,78.67,14.05,313.80,0.00
7178,03/21/20 01:00:00 AM,35.12,79.31,14.21,308.60,0.00
7179,03/21/20 02:00:00 AM,32.90,84.80,13.29,320.20,0.00
7180,03/21/20 03:00:00 AM,30.25,79.93,13.36,321.10,0.00
7181,03/21/20 04:00:00 AM,27.84,86.00,11.54,316.00,0.00
7182,03/21/20 05:00:00 AM,27.74,83.20,8.76,308.30,0.00
7183,03/21/20 06:00:00 AM,28.14,80.30,10.22,316.60,0.00
7184,03/21/20 07:00:00 AM,28.11,76.54,9.80,330.00,0.00
7185,03/21/20 08:00:00 AM,27.08,74.41,9.85,346.30,7.52
7186,03/21/20 09:00:00 AM,26.10,75.23,9.60,332.40,34.67
7187,03/21/20 10:00:00 AM,25.42,75.67,10.53,317.60,92.45
7188,03/21/20 11:00:00 AM,26.09,72.35,9.19,326.10,203.19
7189,03/21/20 12:00:00 PM,27.19,70.75,9.97,309.60,476.18
7190,03/21/20 01:00:00 PM,29.00,67.36,9.77,297.90,653.12
7191,03/21/20 02:00:00 PM,30.50,62.62,10.65,301.30,692.95
7192,03/21/20 03:00:00 PM,31.58,58.71,10.86,299.00,649.75
7193,03/21/20 04:00:00 PM,32.43,57.60,10.86,306.60,551.24
7194,03/21/20 05:00:00 PM,32.71,51.57,10.67,299.80,407.96
7195,03/21/20 06:00:00 PM,31.91,54.28,10.65,299.20,246.95
7196,03/21/20 07:00:00 PM,30.17,56.02,9.72,302.00,87.63
7197,03/21/20 08:00:00 PM,28.19,52.33,7.55,313.80,2.81
7198,03/21/20 09:00:00 PM,26.36,55.90,6.53,320.60,0.00
7199,03/21/20 10:00:00 PM,24.64,60.79,7.20,321.10,0.00
7200,03/21/20 11:00:00 PM,23.26,62.83,4.78,309.80,0.00
7201,03/22/20 12:00:00 AM,22.41,63.77,3.33,313.60,0.00
7202,03/22/20 01:00:00 AM,20.99,77.19,2.62,354.50,0.00
7203,03/22/20 02:00:00 AM,19.02,82.90,1.91,122.60,0.00
7204,03/22/20 03:00:00 AM,18.37,83.80,1.98,125.30,0.00
7205,03/22/20 04:00:00 AM,16.97,87.10,2.06,122.70,0.00
7206,03/22/20 05:00:00 AM,15.76,89.20,2.90,122.40,0.00
7207,03/22/20 06:00:00 AM,15.08,89.90,2.67,109.00,0.00
7208,03/22/20 07:00:00 AM,14.67,90.20,2.15,81.20,0.00
7209,03/22/20 08:00:00 AM,14.79,89.70,2.51,50.71,56.10
7210,03/22/20 09:00:00 AM,19.16,69.21,3.50,36.43,239.32
7211,03/22/20 10:00:00 AM,22.87,57.91,5.57,39.76,446.67
7212,03/22/20 11:00:00 AM,26.75,48.61,3.18,58.28,544.06
7213,03/22/20 12:00:00 PM,29.19,47.35,5.50,269.90,617.66
7214,03/22/20 01:00:00 PM,31.39,46.63,6.28,258.70,687.67
7215,03/22/20 02:00:00 PM,34.20,38.54,5.28,305.70,699.57
7216,03/22/20 03:00:00 PM,37.37,36.78,6.53,280.90,650.42
7217,03/22/20 04:00:00 PM,39.19,35.30,6.29,306.20,558.76
7218,03/22/20 05:00:00 PM,41.20,38.10,5.10,332.50,389.33
7219,03/22/20 06:00:00 PM,41.86,30.65,5.14,179.70,226.76
7220,03/22/20 07:00:00 PM,40.93,36.42,6.69,136.50,73.49
7221,03/22/20 08:00:00 PM,38.45,50.28,3.37,101.90,2.02
7222,03/22/20 09:00:00 PM,33.88,66.14,4.73,127.90,0.00
7223,03/22/20 10:00:00 PM,31.98,50.78,5.99,126.70,0.00
7224,03/22/20 11:00:00 PM,35.30,53.47,7.93,142.90,0.00
7225,03/23/20 12:00:00 AM,37.03,55.37,12.41,152.80,0.00
7226,03/23/20 01:00:00 AM,36.56,61.38,15.20,146.30,0.00
7227,03/23/20 02:00:00 AM,35.69,66.07,15.33,154.10,0.00
7228,03/23/20 03:00:00 AM,34.78,72.53,15.77,154.90,0.00
7229,03/23/20 04:00:00 AM,32.05,89.90,13.82,148.00,0.00
7230,03/23/20 05:00:00 AM,30.57,93.60,13.90,143.60,0.00
7231,03/23/20 06:00:00 AM,30.39,93.40,11.95,158.20,0.00
7232,03/23/20 07:00:00 AM,30.56,87.80,13.33,153.20,0.11
7233,03/23/20 08:00:00 AM,30.89,83.70,14.22,152.90,9.65
7234,03/23/20 09:00:00 AM,31.35,85.40,13.80,157.00,41.29
7235,03/23/20 10:00:00 AM,31.47,90.50,14.35,161.20,65.75
7236,03/23/20 11:00:00 AM,31.13,95.00,13.83,157.60,99.52
7237,03/23/20 12:00:00 PM,33.31,83.70,13.87,154.50,132.06
7238,03/23/20 01:00:00 PM,32.97,91.30,9.96,156.20,31.75
7239,03/23/20 02:00:00 PM,32.55,95.50,5.35,162.10,23.11
7240,03/23/20 03:00:00 PM,32.25,98.70,8.24,125.70,83.81
7241,03/23/20 04:00:00 PM,33.06,96.50,6.57,149.10,84.94
7242,03/23/20 05:00:00 PM,34.25,91.30,8.30,137.50,110.52
7243,03/23/20 06:00:00 PM,34.68,91.00,7.12,142.30,49.70
7244,03/23/20 07:00:00 PM,34.71,92.60,3.32,130.30,16.83
7245,03/23/20 08:00:00 PM,34.57,93.80,2.08,98.70,1.01
7246,03/23/20 09:00:00 PM,33.48,95.80,3.02,62.45,0.00
7247,03/23/20 10:00:00 PM,33.61,95.60,1.85,34.31,0.00
7248,03/23/20 11:00:00 PM,33.49,95.50,1.25,95.60,0.00
7249,03/24/20 12:00:00 AM,33.90,95.00,0.41,57.21,0.00
7250,03/24/20 01:00:00 AM,33.70,95.40,1.85,84.50,0.00
7251,03/24/20 02:00:00 AM,33.80,95.30,0.83,45.91,0.11
7252,03/24/20 03:00:00 AM,33.85,96.50,2.84,301.10,0.11
7253,03/24/20 04:00:00 AM,33.67,97.80,7.00,332.60,0.00
7254,03/24/20 05:00:00 AM,33.14,97.60,8.30,335.10,0.00
7255,03/24/20 06:00:00 AM,32.67,98.10,8.17,321.90,0.00
7256,03/24/20 07:00:00 AM,31.99,98.20,6.25,317.50,0.11
7257,03/24/20 08:00:00 AM,31.90,98.00,6.35,302.50,13.69
7258,03/24/20 09:00:00 AM,32.10,98.00,5.41,304.90,55.43
7259,03/24/20 10:00:00 AM,32.67,96.00,4.82,315.10,126.90
7260,03/24/20 11:00:00 AM,33.73,86.80,4.91,350.60,184.57
7261,03/24/20 12:00:00 PM,34.00,86.20,6.48,321.90,152.03
7262,03/24/20 01:00:00 PM,34.43,85.10,6.92,308.70,155.40
7263,03/24/20 02:00:00 PM,34.78,84.00,6.42,305.40,159.21
7264,03/24/20 03:00:00 PM,35.18,83.80,5.98,309.70,153.83
7265,03/24/20 04:00:00 PM,35.41,84.00,5.10,309.20,111.19
7266,03/24/20 05:00:00 PM,35.82,81.00,3.67,1.05,73.15
7267,03/24/20 06:00:00 PM,36.29,79.23,2.96,353.70,64.18
7268,03/24/20 07:00:00 PM,36.23,78.60,3.83,33.98,28.50
7269,03/24/20 08:00:00 PM,35.84,80.70,3.88,48.61,1.35
7270,03/24/20 09:00:00 PM,35.37,80.10,4.38,86.50,0.11
7271,03/24/20 10:00:00 PM,34.89,82.80,4.65,92.80,0.11
7272,03/24/20 11:00:00 PM,34.63,84.60,4.12,108.60,0.00
7273,03/25/20 12:00:00 AM,34.12,84.20,5.81,111.90,0.11
7274,03/25/20 01:00:00 AM,33.94,85.60,6.72,119.70,0.00
7275,03/25/20 02:00:00 AM,33.08,86.50,8.35,123.30,0.00
7276,03/25/20 03:00:00 AM,32.68,88.40,6.89,129.00,0.00
7277,03/25/20 04:00:00 AM,32.21,89.20,4.83,141.20,0.00
7278,03/25/20 05:00:00 AM,32.22,88.70,4.38,140.80,0.00
7279,03/25/20 06:00:00 AM,32.72,89.40,6.57,120.40,0.00
7280,03/25/20 07:00:00 AM,33.01,87.90,7.67,119.30,0.11
7281,03/25/20 08:00:00 AM,33.95,85.50,8.00,144.00,11.78
7282,03/25/20 09:00:00 AM,34.93,86.00,9.19,147.50,70.13
7283,03/25/20 10:00:00 AM,35.84,87.30,8.66,144.30,118.26
7284,03/25/20 11:00:00 AM,37.83,82.60,9.21,156.70,208.02
7285,03/25/20 12:00:00 PM,38.35,83.40,8.16,158.20,126.79
7286,03/25/20 01:00:00 PM,39.34,82.80,9.50,144.70,222.94
7287,03/25/20 02:00:00 PM,40.48,81.80,11.39,149.70,270.29
7288,03/25/20 03:00:00 PM,42.09,80.10,9.62,150.20,266.14
7289,03/25/20 04:00:00 PM,43.73,76.69,10.75,138.50,359.71
7290,03/25/20 05:00:00 PM,44.90,76.92,10.43,133.30,344.34
7291,03/25/20 06:00:00 PM,44.66,77.35,9.22,140.50,219.01
7292,03/25/20 07:00:00 PM,43.57,77.86,7.54,137.40,36.13
7293,03/25/20 08:00:00 PM,42.92,76.84,4.61,86.70,1.35
7294,03/25/20 09:00:00 PM,42.35,79.81,5.26,115.00,0.00
7295,03/25/20 10:00:00 PM,40.82,83.50,8.19,124.40,0.00
7296,03/25/20 11:00:00 PM,38.30,87.00,7.68,133.10,0.00
7297,03/26/20 12:00:00 AM,36.85,88.00,7.38,129.70,0.00
7298,03/26/20 01:00:00 AM,35.65,89.30,6.59,127.30,0.00
7299,03/26/20 02:00:00 AM,35.26,89.40,6.93,125.60,0.00
7300,03/26/20 03:00:00 AM,34.99,90.00,6.30,138.80,0.00
7301,03/26/20 04:00:00 AM,34.99,90.10,7.34,147.30,0.00
7302,03/26/20 05:00:00 AM,34.59,91.30,6.85,150.00,0.00
7303,03/26/20 06:00:00 AM,34.49,92.20,7.17,148.40,0.00
7304,03/26/20 07:00:00 AM,34.92,92.30,6.33,150.00,0.11
7305,03/26/20 08:00:00 AM,35.50,90.20,6.88,144.90,42.86
7306,03/26/20 09:00:00 AM,38.78,85.40,7.55,146.70,172.00
7307,03/26/20 10:00:00 AM,42.41,80.80,8.27,147.30,322.13
7308,03/26/20 11:00:00 AM,45.91,74.97,8.93,163.00,480.10
7309,03/26/20 12:00:00 PM,49.84,74.35,11.02,141.60,598.81
7310,03/26/20 01:00:00 PM,54.57,61.96,9.38,158.10,667.93
7311,03/26/20 02:00:00 PM,56.91,61.07,10.63,169.90,547.76
7312,03/26/20 03:00:00 PM,59.40,51.64,10.72,174.10,512.98
7313,03/26/20 04:00:00 PM,60.82,51.72,8.78,183.40,354.89
7314,03/26/20 05:00:00 PM,61.30,44.87,7.78,188.80,303.61
7315,03/26/20 06:00:00 PM,61.09,49.67,8.40,177.80,206.34
7316,03/26/20 07:00:00 PM,58.46,53.96,7.38,176.80,56.32
7317,03/26/20 08:00:00 PM,55.53,56.53,5.17,178.40,4.26
7318,03/26/20 09:00:00 PM,53.38,63.95,4.04,203.90,0.00
7319,03/26/20 10:00:00 PM,51.58,71.11,4.67,159.30,0.00
7320,03/26/20 11:00:00 PM,50.22,81.60,2.89,159.70,0.00
7321,03/27/20 12:00:00 AM,48.25,93.70,4.92,310.70,0.00
7322,03/27/20 01:00:00 AM,46.76,95.30,6.03,315.30,0.00
7323,03/27/20 02:00:00 AM,44.29,96.20,6.51,301.60,0.00
7324,03/27/20 03:00:00 AM,42.74,96.60,5.79,304.80,0.00
7325,03/27/20 04:00:00 AM,41.51,96.40,6.11,306.00,0.00
7326,03/27/20 05:00:00 AM,40.58,96.10,5.81,305.00,0.00
7327,03/27/20 06:00:00 AM,39.72,94.60,6.40,316.50,0.00
7328,03/27/20 07:00:00 AM,38.83,93.50,6.83,326.60,0.00
7329,03/27/20 08:00:00 AM,37.81,92.30,5.79,321.70,8.64
7330,03/27/20 09:00:00 AM,37.30,88.80,6.18,324.00,41.07
7331,03/27/20 10:00:00 AM,37.06,89.30,6.08,343.80,79.44
7332,03/27/20 11:00:00 AM,36.97,87.10,7.58,313.60,130.26
7333,03/27/20 12:00:00 PM,37.39,86.00,6.67,307.30,179.41
7334,03/27/20 01:00:00 PM,38.88,83.60,6.24,296.20,260.75
7335,03/27/20 02:00:00 PM,40.68,78.70,6.73,312.20,504.00
7336,03/27/20 03:00:00 PM,43.55,76.14,6.01,313.70,646.95
7337,03/27/20 04:00:00 PM,45.64,75.39,6.75,297.30,563.36
7338,03/27/20 05:00:00 PM,47.34,68.10,6.95,289.40,420.41
7339,03/27/20 06:00:00 PM,48.15,64.81,6.46,310.90,258.40
7340,03/27/20 07:00:00 PM,47.70,64.36,4.63,341.50,96.38
7341,03/27/20 08:00:00 PM,45.68,70.38,4.33,314.80,3.93
7342,03/27/20 09:00:00 PM,40.72,84.40,3.19,132.70,0.00
7343,03/27/20 10:00:00 PM,36.05,90.60,3.43,113.60,0.00
7344,03/27/20 11:00:00 PM,33.69,91.30,2.92,93.20,0.00
7345,03/28/20 12:00:00 AM,31.92,93.30,3.53,113.00,0.00
7346,03/28/20 01:00:00 AM,30.59,94.30,3.66,96.80,0.00
7347,03/28/20 02:00:00 AM,29.97,95.20,3.37,73.25,0.00
7348,03/28/20 03:00:00 AM,30.11,94.90,4.93,59.16,0.00
7349,03/28/20 04:00:00 AM,30.86,94.00,4.54,46.53,0.00
7350,03/28/20 05:00:00 AM,31.95,92.90,3.19,44.42,0.00
7351,03/28/20 06:00:00 AM,33.03,91.80,3.66,43.27,0.00
7352,03/28/20 07:00:00 AM,34.46,86.70,4.17,28.15,0.00
7353,03/28/20 08:00:00 AM,35.94,69.86,3.69,78.74,9.42
7354,03/28/20 09:00:00 AM,40.47,64.39,4.88,79.91,35.46
7355,03/28/20 10:00:00 AM,42.82,67.40,10.52,157.30,33.10
7356,03/28/20 11:00:00 AM,41.40,86.20,7.61,129.70,46.79
7357,03/28/20 12:00:00 PM,40.35,90.70,8.62,114.70,72.93
7358,03/28/20 01:00:00 PM,41.12,92.00,9.21,120.70,93.35
7359,03/28/20 02:00:00 PM,41.82,93.30,13.68,126.50,99.41
7360,03/28/20 03:00:00 PM,41.78,94.50,11.17,106.90,53.18
7361,03/28/20 04:00:00 PM,41.17,93.00,11.35,121.30,25.92
7362,03/28/20 05:00:00 PM,40.54,93.70,13.24,116.80,25.47
7363,03/28/20 06:00:00 PM,40.43,94.80,12.27,117.90,15.03
7364,03/28/20 07:00:00 PM,40.56,94.50,11.04,119.30,8.75
7365,03/28/20 08:00:00 PM,40.84,95.20,10.53,119.70,1.12
7366,03/28/20 09:00:00 PM,41.06,95.80,11.04,116.40,0.00
7367,03/28/20 10:00:00 PM,41.50,95.10,11.60,115.40,0.00
7368,03/28/20 11:00:00 PM,41.74,95.30,10.33,122.30,0.00
7369,03/29/20 12:00:00 AM,41.80,95.50,9.35,124.90,0.00
7370,03/29/20 01:00:00 AM,41.64,96.00,10.58,120.50,0.00
7371,03/29/20 02:00:00 AM,41.83,95.90,9.79,126.30,0.00
7372,03/29/20 03:00:00 AM,42.04,95.50,9.34,121.40,0.00
7373,03/29/20 04:00:00 AM,42.27,96.30,10.28,129.00,0.00
7374,03/29/20 05:00:00 AM,42.62,95.30,10.01,136.70,0.00
7375,03/29/20 06:00:00 AM,42.97,96.50,9.94,141.20,0.00
7376,03/29/20 07:00:00 AM,43.24,96.00,8.78,145.80,0.11
7377,03/29/20 08:00:00 AM,43.84,95.90,13.20,135.80,12.34
7378,03/29/20 09:00:00 AM,44.70,95.30,9.79,128.80,21.43
7379,03/29/20 10:00:00 AM,45.52,94.30,13.28,126.80,36.47
7380,03/29/20 11:00:00 AM,47.35,92.50,16.87,156.00,142.83
7381,03/29/20 12:00:00 PM,48.96,90.80,12.43,154.10,134.86
7382,03/29/20 01:00:00 PM,50.09,90.20,11.67,146.10,120.28
7383,03/29/20 02:00:00 PM,51.15,89.90,13.64,154.90,144.51
7384,03/29/20 03:00:00 PM,52.02,90.00,14.60,154.80,146.42
7385,03/29/20 04:00:00 PM,53.31,88.20,15.37,158.90,170.43
7386,03/29/20 05:00:00 PM,53.94,89.00,13.31,160.30,74.16
7387,03/29/20 06:00:00 PM,54.68,89.40,14.89,160.40,186.14
7388,03/29/20 07:00:00 PM,55.13,87.20,8.91,190.80,53.97
7389,03/29/20 08:00:00 PM,55.27,88.10,4.15,164.40,2.47
7390,03/29/20 09:00:00 PM,54.34,89.10,4.22,145.80,0.00
7391,03/29/20 10:00:00 PM,53.80,81.10,3.67,18.02,0.00
7392,03/29/20 11:00:00 PM,52.48,76.31,6.39,325.30,0.00
7393,03/30/20 12:00:00 AM,51.04,82.40,3.47,108.20,0.00
7394,03/30/20 01:00:00 AM,47.88,88.00,4.34,134.10,0.00
7395,03/30/20 02:00:00 AM,44.67,91.10,3.25,111.60,0.00
7396,03/30/20 03:00:00 AM,41.89,94.00,4.09,106.00,0.00
7397,03/30/20 04:00:00 AM,40.43,95.20,2.61,102.60,0.00
7398,03/30/20 05:00:00 AM,40.45,96.80,4.47,143.00,0.00
7399,03/30/20 06:00:00 AM,43.74,94.80,7.52,130.90,0.00
7400,03/30/20 07:00:00 AM,45.45,94.00,10.37,145.90,0.00
7401,03/30/20 08:00:00 AM,46.92,85.70,6.11,247.40,7.74
7402,03/30/20 09:00:00 AM,47.46,86.90,2.68,269.50,59.58
7403,03/30/20 10:00:00 AM,48.47,82.10,3.34,11.06,62.50
7404,03/30/20 11:00:00 AM,46.76,90.20,6.65,301.20,52.17
7405,03/30/20 12:00:00 PM,45.91,88.40,3.04,241.40,69.56
7406,03/30/20 01:00:00 PM,46.90,81.90,4.01,235.00,216.10
7407,03/30/20 02:00:00 PM,47.23,90.30,6.48,261.70,152.14
7408,03/30/20 03:00:00 PM,46.17,88.60,4.36,308.60,227.65
7409,03/30/20 04:00:00 PM,46.56,86.60,6.74,305.80,159.55
7410,03/30/20 05:00:00 PM,45.42,82.30,6.13,298.40,122.19
7411,03/30/20 06:00:00 PM,45.46,82.80,5.07,312.90,53.74
7412,03/30/20 07:00:00 PM,44.56,85.10,4.73,315.00,27.38
7413,03/30/20 08:00:00 PM,44.32,87.00,1.22,350.70,0.45
7414,03/30/20 09:00:00 PM,43.82,86.60,3.66,293.70,0.00
7415,03/30/20 10:00:00 PM,42.11,87.10,6.91,278.40,0.00
7416,03/30/20 11:00:00 PM,41.85,92.40,2.07,137.60,0.00
7417,03/31/20 12:00:00 AM,41.14,93.50,2.27,141.30,0.00
7418,03/31/20 01:00:00 AM,41.23,91.00,2.26,303.20,0.00
7419,03/31/20 02:00:00 AM,41.26,92.00,1.50,311.20,0.00
7420,03/31/20 03:00:00 AM,41.27,93.10,0.62,14.08,0.00
7421,03/31/20 04:00:00 AM,40.99,94.70,1.32,206.00,0.00
7422,03/31/20 05:00:00 AM,40.65,95.40,1.53,28.25,0.00
7423,03/31/20 06:00:00 AM,40.87,94.10,0.41,47.46,0.00
7424,03/31/20 07:00:00 AM,40.74,95.00,1.38,56.63,0.45
7425,03/31/20 08:00:00 AM,39.86,95.60,2.45,55.13,25.47
7426,03/31/20 09:00:00 AM,40.25,94.50,2.80,50.51,38.26
7427,03/31/20 10:00:00 AM,40.99,91.20,3.87,44.15,109.28
7428,03/31/20 11:00:00 AM,42.01,89.20,3.71,42.58,128.92
7429,03/31/20 12:00:00 PM,42.65,89.40,5.24,42.93,136.32
7430,03/31/20 01:00:00 PM,44.07,84.10,4.36,57.58,247.18
7431,03/31/20 02:00:00 PM,44.96,86.60,4.54,322.60,148.89
7432,03/31/20 03:00:00 PM,45.73,85.00,5.01,14.03,218.90
7433,03/31/20 04:00:00 PM,46.51,82.30,3.72,356.00,174.36
7434,03/31/20 05:00:00 PM,46.16,83.80,2.12,159.60,91.11
7435,03/31/20 06:00:00 PM,46.39,82.60,4.78,288.00,165.83
7436,03/31/20 07:00:00 PM,46.06,85.00,4.03,301.70,21.54
7437,03/31/20 08:00:00 PM,45.36,85.70,2.57,298.40,3.03
7438,03/31/20 09:00:00 PM,44.73,87.40,2.15,301.20,0.00
7439,03/31/20 10:00:00 PM,42.98,91.90,4.35,293.50,0.00
7440,03/31/20 11:00:00 PM,42.03,92.50,5.05,301.00,0.00
7441,04/01/20 12:00:00 AM,42.01,92.80,2.60,297.50,0.00
7442,04/01/20 01:00:00 AM,41.53,94.00,2.84,296.70,0.00
7443,04/01/20 02:00:00 AM,41.33,94.00,1.76,124.30,0.00
7444,04/01/20 03:00:00 AM,40.99,86.60,2.20,70.76,0.00
7445,04/01/20 04:00:00 AM,40.26,79.03,3.94,69.06,0.00
7446,04/01/20 05:00:00 AM,40.02,87.70,2.60,58.62,0.00
7447,04/01/20 06:00:00 AM,39.62,86.60,1.15,346.00,0.00
7448,04/01/20 07:00:00 AM,38.33,88.50,4.45,314.20,0.45
7449,04/01/20 08:00:00 AM,37.44,89.20,4.92,319.90,28.05
7450,04/01/20 09:00:00 AM,37.34,88.20,6.12,309.40,182.77
7451,04/01/20 10:00:00 AM,37.83,88.90,7.16,308.60,208.47
7452,04/01/20 11:00:00 AM,37.80,90.50,7.69,299.10,198.15
7453,04/01/20 12:00:00 PM,39.72,83.60,7.91,296.30,277.81
