Plot Title: DL5,,,,,,,,,,
#,"Date Time, GMT-05:00","Temp, °C (LGR S/N: 20098520, SEN S/N: 10762331, LBL: Tamb)","RH, % (LGR S/N: 21098500, SEN S/N: 10263331)","Wind Speed, m/s (LGR S/N: 20198500, SEN S/N: 21706789)","Wind Direction, ø (LGR S/N: 20198500, SEN S/N: 21706789)","Solar Radiation, W/m² (LGR S/N: 20034090, SEN S/N: 23073988)","Precipitation, Inches  (LGR S/N: 20034090, SEN S/N: 23073988)","DewPt, °C (LGR S/N: 20495520, SEN S/N: 10232331, LBL: Tamb)","SkyCover, Fraction (LGR S/N: 20075520, SEN S/N: 10734331, LBL: Tamb)","Gust Speed, m/s (LGR S/N: 20054090, SEN S/N: 20896535)"
17043,12/12/2020 3:00,4.866666667,77.91,2.5973024,156.9,0,0,0.448666667,999999,0
17044,12/12/2020 4:00,4.566666667,80,2.592832,148.3,0,0,0.566666667,999999,0
17045,12/12/2020 5:00,4.211111111,79.71,2.1592032,128.4,0,0,0.153111111,999999,0
17046,12/12/2020 6:00,2.35,85.7,1.9937984,91.2,0,0,-0.51,999999,0
17047,12/12/2020 7:00,1.516666667,87.4,2.0250912,90,0,0,-1.003333333,999999,0
17048,12/12/2020 8:00,2.316666667,87.2,2.190496,138.8,0.1122,0,-0.243333333,999999,0
17049,12/12/2020 9:00,4.877777778,83.3,2.548128,152,0.1122,0,1.537777778,999999,0
17050,12/12/2020 10:00,3.716666667,85.6,1.7613376,81.6,1.2342,0,0.836666667,999999,0
17051,12/12/2020 11:00,5.305555556,80.3,2.7895296,122.8,23.6742,0,1.365555556,999999,0
17052,12/12/2020 12:00,6.533333333,76.51,2.2217888,115.1,60.7002,0,1.835333333,999999,0
17053,12/12/2020 13:00,7.222222222,75.21,1.7568672,83.6,52.734,0,2.264222222,999999,0
17054,12/12/2020 14:00,7.861111111,72.93,2.7448256,113.2,116.9124,0,2.447111111,999999,0
17055,12/12/2020 15:00,9.038888889,72.87,3.7953696,149.3,121.2882,0,3.612888889,999999,0
17056,12/12/2020 16:00,9.25,75.47,4.8548544,154.6,80.8962,0,4.344,999999,0
17057,12/12/2020 17:00,10.1,77.26,5.2035456,155.9,102.8874,0,5.552,999999,0
17058,12/12/2020 18:00,10.2,79.32,5.4717696,147.2,49.4802,0,6.064,999999,0
17059,12/12/2020 19:00,10.47777778,75.71,4.5687488,158.2,7.4052,0,5.619777778,999999,0
17060,12/12/2020 20:00,10.37777778,74.21,4.5553376,162.4,0,0,5.219777778,999999,0
17061,12/12/2020 21:00,9.872222222,78.33,4.3675808,169.9,0,0,5.538222222,999999,0
17062,12/12/2020 22:00,9.127777778,81.2,3.9652448,167.8,0,0,5.367777778,999999,0
17063,12/12/2020 23:00,8.872222222,80.7,4.4882816,161.3,0,0,5.012222222,999999,0
17064,12/13/2020 0:00,8.888888889,82,5.0649632,159.5,0,0,5.288888889,999999,0
17065,12/13/2020 1:00,9,80.8,5.0336704,164.4,0,0,5.16,999999,0
17066,12/13/2020 2:00,9.172222222,80.7,5.69976,157.8,0,0,5.312222222,999999,0
17067,12/13/2020 3:00,9.461111111,79.45,4.7788576,166.5,0,0,5.351111111,999999,0
17068,12/13/2020 4:00,9.472222222,79.52,3.8043104,168.4,0,0,5.376222222,999999,0
17069,12/13/2020 5:00,10.02222222,78.78,2.391664,187.3,0,0,5.778222222,999999,0
17070,12/13/2020 6:00,10.12777778,79.6,1.34112,174.5,0,0,6.047777778,999999,0
17071,12/13/2020 7:00,9.411111111,79.55,1.8507456,153.8,0,0,5.321111111,999999,0
17072,12/13/2020 8:00,9.938888889,82,2.3424896,230.8,0,0,6.338888889,999999,0
17073,12/13/2020 9:00,8.572222222,85.6,1.7836896,288.1,0,0,5.692222222,999999,0
17074,12/13/2020 10:00,7.7,67.04,3.5450272,261.6,1.7952,0,1.108,999999,0
17075,12/13/2020 11:00,7.755555556,70.22,5.2035456,251.9,11.4444,0,1.799555556,999999,0
17076,12/13/2020 12:00,7.433333333,68.72,3.9741856,256.9,38.709,0,1.177333333,999999,0
17077,12/13/2020 13:00,6.105555556,75.13,4.2289984,275.7,43.8702,0,1.131555556,999999,0
17078,12/13/2020 14:00,5.611111111,73.93,3.7864288,300.6,87.4038,0,0.397111111,999999,0
17079,12/13/2020 15:00,4.866666667,68.08,5.3689504,287.4,155.6214,0,-1.517333333,999999,0
17080,12/13/2020 16:00,5.505555556,61.22,5.2929536,288.2,201.8478,0,-2.250444444,999999,0
17081,12/13/2020 17:00,4.738888889,62.29,4.269232,300.1,78.4278,0,-2.803111111,999999,0
17082,12/13/2020 18:00,4.116666667,69.94,3.6076128,317.7,34.6698,0,-1.895333333,999999,0
17083,12/13/2020 19:00,3.35,74.14,3.1650432,329.1,6.732,0,-1.822,999999,0
17084,12/13/2020 20:00,2.544444444,74.31,2.9683456,339,0,0,-2.593555556,999999,0
17085,12/13/2020 21:00,1.85,74.41,2.5794208,330.7,0,0,-3.268,999999,0
17086,12/13/2020 22:00,1.377777778,76.38,2.1860256,323,0,0,-3.346222222,999999,0
17087,12/13/2020 23:00,1.4,76.64,1.1712448,335.8,0,0,-3.272,999999,0
17088,12/14/2020 0:00,1.455555556,77.54,0.5632704,334,0,0,-3.036444444,999999,0
17089,12/14/2020 1:00,1.344444444,77.42,1.1131296,341.5,0,0,-3.171555556,999999,0
17090,12/14/2020 2:00,1.127777778,73.09,1.9580352,323.7,0,0,-4.254222222,999999,0
17091,12/14/2020 3:00,1.177777778,71.47,1.810512,316.4,0,0,-4.528222222,999999,0
17092,12/14/2020 4:00,1.244444444,75.12,0.357632,29.12,0,0,-3.731555556,999999,0
17093,12/14/2020 5:00,1.094444444,79.93,0.7778496,353.4,0,0,-2.919555556,999999,0
17094,12/14/2020 6:00,0.872222222,79.64,0.9343136,41.54,0,0,-3.199777778,999999,0
17095,12/14/2020 7:00,0.783333333,82.6,0.6347968,103.2,0,0,-2.696666667,999999,0
17096,12/14/2020 8:00,0.488888889,80.4,1.6182848,150,0,0,-3.431111111,999999,0
17097,12/14/2020 9:00,0.205555556,89.1,2.0966176,139.7,0,0,-1.974444444,999999,0
17098,12/14/2020 10:00,-0.327777778,90,1.5735808,118.3,0.7854,0,-2.327777778,999999,0
17099,12/14/2020 11:00,-0.15,91.3,1.0103104,133.7,18.2886,0,-1.89,999999,0
17100,12/14/2020 12:00,0.033333333,90.8,1.0639552,154.5,42.4116,0,-1.806666667,999999,0
17101,12/14/2020 13:00,0.483333333,88.7,1.3992352,214.7,55.2024,0,-1.776666667,999999,0
17102,12/14/2020 14:00,0.783333333,86.5,1.1980672,213.6,45.2166,0,-1.916666667,999999,0
17103,12/14/2020 15:00,0.961111111,88.4,1.7300448,250.5,39.4944,0,-1.358888889,999999,0
17104,12/14/2020 16:00,1.216666667,86.6,1.1578336,256.8,62.1588,0,-1.463333333,999999,0
17105,12/14/2020 17:00,1.727777778,80.1,1.8462752,256.5,65.7492,0,-2.252222222,999999,0
17106,12/14/2020 18:00,1.172222222,87.4,3.1784544,301.9,11.6688,0.01,-1.347777778,999999,0
17107,12/14/2020 19:00,0.283333333,74.3,4.4435776,290.5,2.805,0.01,-4.856666667,999999,0
17108,12/14/2020 20:00,0.111111111,79.77,5.9098688,292.3,0,0,-3.934888889,999999,0
17109,12/14/2020 21:00,-0.544444444,64.94,6.012688,296.8,0,0,-7.556444444,999999,0
17110,12/14/2020 22:00,-0.766666667,56.85,6.1825632,287.7,0,0,-9.396666667,999999,0
17111,12/14/2020 23:00,-0.938888889,57.93,5.4896512,287,0,0,-9.352888889,999999,0
17112,12/15/2020 0:00,-1.316666667,61.4,5.2124864,290.8,0,0,-9.036666667,999999,0
17113,12/15/2020 1:00,-1.738888889,63.19,5.2840128,292.2,0,0,-9.100888889,999999,0
17114,12/15/2020 2:00,-1.922222222,60.93,5.7757568,287.9,0,0,-9.736222222,999999,0
17115,12/15/2020 3:00,-2.183333333,66.42,4.9129696,294.8,0,0,-8.899333333,999999,0
17116,12/15/2020 4:00,-2.544444444,67.01,5.3555392,291.6,0,0,-9.142444444,999999,0
17117,12/15/2020 5:00,-2.705555556,67.39,4.5866304,286.2,0,0,-9.227555556,999999,0
17118,12/15/2020 6:00,-2.627777778,67.1,4.5955712,290.9,0,0,-9.207777778,999999,0
17119,12/15/2020 7:00,-2.661111111,66.81,4.6358048,288.7,0,0,-9.299111111,999999,0
17120,12/15/2020 8:00,-2.822222222,73.02,4.9129696,293.7,0,0,-8.218222222,999999,0
17121,12/15/2020 9:00,-3.372222222,76.46,4.5776896,299.4,0,0,-8.080222222,999999,0
17122,12/15/2020 10:00,-3.555555556,82.1,4.3452288,290.8,2.5806,0,-7.135555556,999999,0
17123,12/15/2020 11:00,-3.65,87.1,4.2155872,302.8,22.44,0,-6.23,999999,0
17124,12/15/2020 12:00,-4.344444444,82.8,3.2455104,333.5,66.0858,0.01,-7.784444444,999999,0
17125,12/15/2020 13:00,-4.333333333,84.1,4.1887648,341.6,116.2392,0,-7.513333333,999999,0
17126,12/15/2020 14:00,-4.483333333,80.8,3.442208,335.4,104.346,0,-8.323333333,999999,0
17127,12/15/2020 15:00,-4.527777778,75.2,3.665728,331.8,92.4528,0,-9.487777778,999999,0
17128,12/15/2020 16:00,-4.394444444,70.21,3.7819584,332.9,138.567,0,-10.35244444,999999,0
17129,12/15/2020 17:00,-4.433333333,69.82,4.045712,327.3,84.711,0,-10.46933333,999999,0
17130,12/15/2020 18:00,-4.361111111,67.71,3.8356032,327.3,40.8408,0,-10.81911111,999999,0
17131,12/15/2020 19:00,-4.633333333,67.79,2.8521152,339.1,5.8344,0,-11.07533333,999999,0
17132,12/15/2020 20:00,-5.155555556,66.07,2.771648,344.7,0,0,-11.94155556,999999,0
17133,12/15/2020 21:00,-6.044444444,68.09,2.2307296,359.7,0,0,-12.42644444,999999,0
17134,12/15/2020 22:00,-6.416666667,67.88,2.1368512,5.56,0,0,-12.84066667,999999,0
17135,12/15/2020 23:00,-6.65,74.31,0.7957312,338.6,0,0,-11.788,999999,0
17136,12/16/2020 0:00,-7.744444444,79.77,1.0237216,55.02,0,0,-11.79044444,999999,0
17137,12/16/2020 1:00,-9.111111111,83.5,1.2874752,114.2,0,0,-12.41111111,999999,0
17138,12/16/2020 2:00,-9.222222222,83.3,1.5556992,98.5,0,0,-12.56222222,999999,0
17139,12/16/2020 3:00,-8.922222222,83.7,1.4662912,78.59,0,0,-12.18222222,999999,0
17140,12/16/2020 4:00,-8.9,82.6,1.0997184,92.7,0,0,-12.38,999999,0
17141,12/16/2020 5:00,-8.927777778,84,1.966976,45.99,0,0,-12.12777778,999999,0
17142,12/16/2020 6:00,-9.022222222,83.3,2.1413216,49.11,0,0,-12.36222222,999999,0
17143,12/16/2020 7:00,-8.9,81.7,2.0295616,54.31,0,0,-12.56,999999,0
17144,12/16/2020 8:00,-9.177777778,81.7,1.89992,56.14,0,0,-12.83777778,999999,0
17145,12/16/2020 9:00,-9.022222222,74.01,1.4573504,82.7,0,0,-14.22022222,999999,0
17146,12/16/2020 10:00,-8.822222222,70.69,1.0863072,43.46,2.244,0,-14.68422222,999999,0
17147,12/16/2020 11:00,-8.538888889,62.86,0.9298432,33.02,21.9912,0,-15.96688889,999999,0
17148,12/16/2020 12:00,-7.611111111,61.87,1.2651232,137.1,88.3014,0,-15.23711111,999999,0
17149,12/16/2020 13:00,-6.083333333,50.63,3.7193728,109.6,138.2304,0,-15.95733333,999999,0
17150,12/16/2020 14:00,-4.666666667,46.57,3.933952,127.5,127.7958,0,-15.35266667,999999,0
17151,12/16/2020 15:00,-4.272222222,48.99,3.12928,121.2,39.27,0,-14.47422222,999999,0
17152,12/16/2020 16:00,-5.188888889,87.5,3.755136,121.5,37.4748,0,-7.688888889,999999,0
17153,12/16/2020 17:00,-6.105555556,90.3,4.112768,114.7,32.538,0,-8.045555556,999999,0
17154,12/16/2020 18:00,-6.461111111,93.1,4.179824,124.8,10.4346,0.01,-7.841111111,999999,0
17155,12/16/2020 19:00,-6.566666667,93.4,2.8565856,113.8,1.7952,0.01,-7.886666667,999999,0
17156,12/16/2020 20:00,-6.277777778,94.1,3.1471616,119.8,0,0.02,-7.457777778,999999,0
17157,12/16/2020 21:00,-6.166666667,94.5,3.3706816,111.7,0,0.04,-7.266666667,999999,0
17158,12/16/2020 22:00,-5.938888889,94.8,1.4484096,65.2,0,0.06,-6.978888889,999999,0
17159,12/16/2020 23:00,-5.977777778,94.5,2.2709632,94.5,0,0.06,-7.077777778,999999,0
17160,12/17/2020 0:00,-6.166666667,94.7,1.654048,111.9,0,0.1,-7.226666667,999999,0
17161,12/17/2020 1:00,-6.372222222,94.1,1.5109952,47.48,0,0.07,-7.552222222,999999,0
17162,12/17/2020 2:00,-6.966666667,93.8,1.8462752,35.11,0.1122,0.11,-8.206666667,999999,0
17163,12/17/2020 3:00,-7.516666667,93.7,2.659888,38.28,0.1122,0.07,-8.776666667,999999,0
17164,12/17/2020 4:00,-7.755555556,93.8,2.4050752,44.44,0,0.07,-8.995555556,999999,0
17165,12/17/2020 5:00,-7.888888889,93.7,1.8462752,33.52,0,0.1,-9.148888889,999999,0
17166,12/17/2020 6:00,-8,93.4,1.6361664,10.74,0,0.09,-9.32,999999,0
17167,12/17/2020 7:00,-8.05,93.8,1.6138144,326.6,0,0.07,-9.29,999999,0
17168,12/17/2020 8:00,-7.977777778,93.7,1.6942816,359.6,0,0.04,-9.237777778,999999,0
17169,12/17/2020 9:00,-7.844444444,93.8,1.5556992,337.6,0,0.02,-9.084444444,999999,0
17170,12/17/2020 10:00,-8.127777778,93.4,2.3827232,329,0.6732,0,-9.447777778,999999,0
17171,12/17/2020 11:00,-8.388888889,93.3,2.6688288,339,6.9564,0,-9.728888889,999999,0
17172,12/17/2020 12:00,-8.072222222,93.2,2.2486112,34.28,15.708,0,-9.432222222,999999,0
17173,12/17/2020 13:00,-7.577777778,94.9,1.6585184,35.48,23.562,0,-8.597777778,999999,0
17174,12/17/2020 14:00,-6.388888889,94.3,1.7836896,273.6,28.9476,0.01,-7.528888889,999999,0
17175,12/17/2020 15:00,-6.166666667,93.9,2.4944832,308.5,21.879,0,-7.386666667,999999,0
17176,12/17/2020 16:00,-5.705555556,93.6,2.3514304,305.8,22.7766,0,-6.985555556,999999,0
17177,12/17/2020 17:00,-5.516666667,91.9,2.7180032,293.4,15.4836,0,-7.136666667,999999,0
17178,12/17/2020 18:00,-5.527777778,90.4,2.4497792,297.3,6.5076,0,-7.447777778,999999,0
17179,12/17/2020 19:00,-5.644444444,90.1,2.4497792,317.1,1.0098,0,-7.624444444,999999,0
17180,12/17/2020 20:00,-5.977777778,91.1,2.1100288,313.1,0,0,-7.757777778,999999,0
17181,12/17/2020 21:00,-5.916666667,91,1.3813536,312.7,0,0,-7.716666667,999999,0
17182,12/17/2020 22:00,-5.827777778,91.2,1.4349984,11.95,0,0,-7.587777778,999999,0
17183,12/17/2020 23:00,-5.822222222,92.6,0.9521952,19.43,0,0,-7.302222222,999999,0
17184,12/18/2020 0:00,-5.777777778,92.9,0.6169152,35.97,0,0,-7.197777778,999999,0
17185,12/18/2020 1:00,-5.666666667,93.1,0.8806688,3.25,0,0,-7.046666667,999999,0
17186,12/18/2020 2:00,-5.466666667,93.3,0.7867904,349.7,0,0,-6.806666667,999999,0
17187,12/18/2020 3:00,-5.527777778,92.1,1.6764,327.1,0,0,-7.107777778,999999,0
17188,12/18/2020 4:00,-5.738888889,92.4,1.6451072,336.7,0,0,-7.258888889,999999,0
17189,12/18/2020 5:00,-5.855555556,92.3,1.5959328,341.2,0,0,-7.395555556,999999,0
17190,12/18/2020 6:00,-5.938888889,92.6,1.7166336,353.3,0,0,-7.418888889,999999,0
17191,12/18/2020 7:00,-6.027777778,92.6,1.743456,335.8,0,0,-7.507777778,999999,0
17192,12/18/2020 8:00,-6.116666667,93,1.7926304,352.9,0,0,-7.516666667,999999,0
17193,12/18/2020 9:00,-6.033333333,93.3,1.5065248,327.4,0,0,-7.373333333,999999,0
17194,12/18/2020 10:00,-5.85,93.5,1.7076928,306,0.1122,0,-7.15,999999,0
17195,12/18/2020 11:00,-5.638888889,93.4,2.0474432,317.6,1.4586,0,-6.958888889,999999,0
17196,12/18/2020 12:00,-5.494444444,92.6,2.6062432,320.6,3.927,0,-6.974444444,999999,0
17197,12/18/2020 13:00,-5.611111111,92.1,3.0801056,324.6,7.293,0,-7.191111111,999999,0
17198,12/18/2020 14:00,-5.727777778,89.1,3.106928,317.7,12.342,0,-7.907777778,999999,0
17199,12/18/2020 15:00,-5.394444444,87.3,3.0666944,325.7,21.6546,0,-7.934444444,999999,0
17200,12/18/2020 16:00,-5.438888889,86.1,3.4511488,315.7,16.3812,0,-8.218888889,999999,0
17201,12/18/2020 17:00,-5.044444444,84,3.6836096,315.6,19.635,0,-8.244444444,999999,0
17202,12/18/2020 18:00,-5.411111111,84.8,2.771648,331,6.9564,0,-8.451111111,999999,0
17203,12/18/2020 19:00,-5.983333333,84.8,2.1055584,318.8,1.122,0,-9.023333333,999999,0
17204,12/18/2020 20:00,-7.238888889,88.2,1.0013696,316.3,0,0,-9.598888889,999999,0
17205,12/18/2020 21:00,-10.7,90.9,0.8583168,98.7,0.3366,0,-12.52,999999,0
17206,12/18/2020 22:00,-12.6,89.6,1.5109952,107.7,0,0,-14.68,999999,0
17207,12/18/2020 23:00,-13.55,89,1.475232,101.8,0,0,-15.75,999999,0
17208,12/19/2020 0:00,-14.47777778,88.8,1.34112,103.7,0,0,-16.71777778,999999,0
17209,12/19/2020 1:00,-15.22777778,88,1.5288768,93.8,0,0,-17.62777778,999999,0
17210,12/19/2020 2:00,-15.68888889,86.7,2.034032,62.32,0,0,-18.34888889,999999,0
17211,12/19/2020 3:00,-16.27777778,88.2,2.2888448,51.93,0.1122,0,-18.63777778,999999,0
17212,12/19/2020 4:00,-16.45,87.4,2.3871936,53.43,0,0,-18.97,999999,0
17213,12/19/2020 5:00,-16.83888889,86.9,2.5525984,53.01,0.1122,0,-19.45888889,999999,0
17214,12/19/2020 6:00,-17.41111111,87.3,2.950464,48.47,0.1122,0,-19.95111111,999999,0
17215,12/19/2020 7:00,-17.41111111,87.2,2.7850592,51.77,0,0,-19.97111111,999999,0
17216,12/19/2020 8:00,-17.47222222,86.2,2.8208224,48.04,0.1122,0,-20.23222222,999999,0
17217,12/19/2020 9:00,-17.67777778,86.2,2.592832,48.09,0.1122,0,-20.43777778,999999,0
17218,12/19/2020 10:00,-17.72222222,87.1,2.7984704,49.28,2.244,0,-20.30222222,999999,0
17219,12/19/2020 11:00,-16.52777778,88.5,3.0532832,50.23,25.0206,0,-18.82777778,999999,0
17220,12/19/2020 12:00,-13.72222222,90.3,2.7671776,47.72,34.4454,0,-15.66222222,999999,0
17221,12/19/2020 13:00,-10.37777778,90.8,2.5347168,44.52,35.904,0,-12.21777778,999999,0
17222,12/19/2020 14:00,-6.438888889,84.7,2.1994368,117.1,34.221,0,-9.498888889,999999,0
17223,12/19/2020 15:00,-3.716666667,84,2.6464768,143.8,36.6894,0,-6.916666667,999999,0
17224,12/19/2020 16:00,-3.455555556,82.7,3.0979872,141,27.489,0,-6.915555556,999999,0
17225,12/19/2020 17:00,-3.527777778,82.5,3.6925504,149.1,16.7178,0,-7.027777778,999999,0
17226,12/19/2020 18:00,-3.905555556,82,4.2111168,146.7,7.5174,0,-7.505555556,999999,0
17227,12/19/2020 19:00,-4.183333333,81.9,4.4122848,149.4,0.7854,0,-7.803333333,999999,0
17228,12/19/2020 20:00,-4.072222222,81.8,4.5553376,147.1,0,0,-7.712222222,999999,0
17229,12/19/2020 21:00,-3.783333333,80.6,4.5061632,147.9,0,0,-7.663333333,999999,0
17230,12/19/2020 22:00,-3.633333333,80.2,4.649216,146.3,0,0,-7.593333333,999999,0
17231,12/19/2020 23:00,-3.577777778,79.48,4.157472,144.2,0,0,-7.681777778,999999,0
17232,12/20/2020 0:00,-3.527777778,79.27,4.13512,142.3,0,0,-7.673777778,999999,0
17233,12/20/2020 1:00,-3.577777778,80.4,4.4704,144.1,0,0,-7.497777778,999999,0
17234,12/20/2020 2:00,-3.483333333,79.84,4.9979072,144.6,0,0,-7.515333333,999999,0
17235,12/20/2020 3:00,-3.527777778,80.2,4.4167552,146.2,0,0,-7.487777778,999999,0
17236,12/20/2020 4:00,-3.416666667,79.62,5.3018944,146,0,0,-7.492666667,999999,0
17237,12/20/2020 5:00,-3.394444444,80.3,5.0426112,147.6,0,0,-7.334444444,999999,0
17238,12/20/2020 6:00,-3.583333333,81,3.889248,134.7,0,0,-7.383333333,999999,0
17239,12/20/2020 7:00,-3.683333333,81.5,3.8266624,137.3,0,0,-7.383333333,999999,0
17240,12/20/2020 8:00,-3.472222222,82.8,4.2334688,134,0,0,-6.912222222,999999,0
17241,12/20/2020 9:00,-3.411111111,93.3,3.1695136,132.7,0,0,-4.751111111,999999,0
17242,12/20/2020 10:00,-3.561111111,94,4.4212256,163,0.561,0,-4.761111111,999999,0
17243,12/20/2020 11:00,-3.183333333,90.9,4.604512,156,14.025,0,-5.003333333,999999,0
17244,12/20/2020 12:00,-2.433333333,90.2,5.1051968,151.3,37.4748,0,-4.393333333,999999,0
17245,12/20/2020 13:00,-2.444444444,94.8,5.4360064,158,25.245,0,-3.484444444,999999,0
17246,12/20/2020 14:00,-2.355555556,95.7,5.5924704,155.2,52.173,0,-3.215555556,999999,0
17247,12/20/2020 15:00,-1.711111111,94.6,3.8803072,158.8,46.4508,0,-2.791111111,999999,0
17248,12/20/2020 16:00,-1.455555556,97,2.972816,154.4,17.391,0.02,-2.055555556,999999,0
17249,12/20/2020 17:00,-0.994444444,96.4,3.3840928,159.6,11.3322,0.02,-1.714444444,999999,0
17250,12/20/2020 18:00,-0.544444444,91.8,3.8490144,165.6,2.6928,0,-2.184444444,999999,0
17251,12/20/2020 19:00,-0.277777778,91.8,3.777488,147,0.2244,0,-1.917777778,999999,0
17252,12/20/2020 20:00,-0.511111111,92.9,3.6836096,135.3,0,0,-1.931111111,999999,0
17253,12/20/2020 21:00,-0.416666667,89.4,3.3885632,145.3,0,0,-2.536666667,999999,0
17254,12/20/2020 22:00,0.116666667,86.7,4.2558208,162.3,0,0,-2.543333333,999999,0
17255,12/20/2020 23:00,0.177777778,87.8,3.8579552,168.5,0,0,-2.262222222,999999,0
17256,12/21/2020 0:00,-0.05,88.8,3.3840928,152,0,0,-2.29,999999,0
17257,12/21/2020 1:00,-0.088888889,89.7,2.9102304,152.7,0,0,-2.148888889,999999,0
17258,12/21/2020 2:00,-0.005555556,88.9,2.5168352,159.7,0,0,-2.225555556,999999,0
17259,12/21/2020 3:00,0.355555556,88.6,2.369312,159.4,0,0,-1.924444444,999999,0
17260,12/21/2020 4:00,0.022222222,89.3,2.7582368,153.2,0,0,-2.117777778,999999,0
17261,12/21/2020 5:00,-0.105555556,89.3,2.4542496,141.2,0,0,-2.245555556,999999,0
17262,12/21/2020 6:00,0.072222222,89,2.0206208,138.6,0,0,-2.127777778,999999,0
17263,12/21/2020 7:00,0.15,88.2,2.4274272,132.6,0,0,-2.21,999999,0
17264,12/21/2020 8:00,0.322222222,87.7,1.9937984,143.5,0,0,-2.137777778,999999,0
17265,12/21/2020 9:00,0.088888889,87.4,2.2486112,151,0,0,-2.431111111,999999,0
17266,12/21/2020 10:00,-1.138888889,90.2,1.9848576,146,2.244,0,-3.098888889,999999,0
17267,12/21/2020 11:00,-0.366666667,87.6,2.9862272,141.5,13.8006,0,-2.846666667,999999,0
17268,12/21/2020 12:00,0.533333333,84,2.6554176,135,56.3244,0,-2.666666667,999999,0
17269,12/21/2020 13:00,2.283333333,77.27,3.0354016,147.1,148.7772,0,-2.262666667,999999,0
17270,12/21/2020 14:00,2.1,78.99,3.486912,150.2,124.8786,0,-2.102,999999,0
17271,12/21/2020 15:00,2.305555556,77.38,3.2544512,152.3,132.8448,0,-2.218444444,999999,0
17272,12/21/2020 16:00,2.605555556,75.98,2.8744672,171.8,124.0932,0,-2.198444444,999999,0
17273,12/21/2020 17:00,2.661111111,75.83,2.0250912,185.8,73.0422,0,-2.172888889,999999,0
17274,12/21/2020 18:00,2.472222222,77.61,1.9714464,179.1,26.1426,0,-2.005777778,999999,0
17275,12/21/2020 19:00,2.183333333,80.7,1.9982688,157.7,2.244,0,-1.676666667,999999,0
17276,12/21/2020 20:00,1.722222222,83.6,1.698752,150.9,0,0,-1.557777778,999999,0
17277,12/21/2020 21:00,1.366666667,85.7,1.7971008,143.8,0,0,-1.493333333,999999,0
17278,12/21/2020 22:00,1.177777778,87.2,1.3947648,155,0,0,-1.382222222,999999,0
17279,12/21/2020 23:00,1.061111111,88.1,1.0907776,147.6,0,0,-1.318888889,999999,0
17280,12/22/2020 0:00,0.688888889,89.8,1.3992352,138.8,0,0,-1.351111111,999999,0
17281,12/22/2020 1:00,0.661111111,89.6,1.5914624,145.3,0,0,-1.418888889,999999,0
17282,12/22/2020 2:00,0.538888889,90.7,1.4841728,146.6,0,0,-1.321111111,999999,0
17283,12/22/2020 3:00,0.283333333,91,1.5244064,138.1,0,0,-1.516666667,999999,0
17284,12/22/2020 4:00,0.111111111,90.9,1.5109952,144.7,0,0,-1.708888889,999999,0
17285,12/22/2020 5:00,0.022222222,91.4,0.8627872,151.3,0,0,-1.697777778,999999,0
17286,12/22/2020 6:00,-0.233333333,92.2,0.7465568,113.8,0,0,-1.793333333,999999,0
17287,12/22/2020 7:00,-1.355555556,93.1,0.7197344,123.1,0.2244,0,-2.735555556,999999,0
17288,12/22/2020 8:00,-1.45,93.8,0.2548128,86.1,0.4488,0,-2.69,999999,0
17289,12/22/2020 9:00,-0.922222222,94.1,0,0,0.3366,0,-2.102222222,999999,0
17290,12/22/2020 10:00,-0.511111111,94.5,0.5722112,347.5,0.7854,0,-1.611111111,999999,0
17291,12/22/2020 11:00,0.25,95.4,2.6420064,299.4,8.5272,0.02,-0.67,999999,0
17292,12/22/2020 12:00,0.711111111,86.6,3.1248096,288.7,47.3484,0,-1.968888889,999999,0
17293,12/22/2020 13:00,1.277777778,79.29,4.3496992,292.4,83.4768,0,-2.864222222,999999,0
17294,12/22/2020 14:00,1.683333333,74.01,5.275072,301.9,110.6292,0,-3.514666667,999999,0
17295,12/22/2020 15:00,1.861111111,69.43,5.8964576,290.7,86.1696,0,-4.252888889,999999,0
17296,12/22/2020 16:00,2.094444444,65.32,5.3823616,288.3,102.102,0,-4.841555556,999999,0
17297,12/22/2020 17:00,2.316666667,64.39,4.9576736,286.5,45.5532,0,-4.805333333,999999,0
17298,12/22/2020 18:00,2.25,66.05,4.80568,287.8,14.1372,0,-4.54,999999,0
17299,12/22/2020 19:00,2.183333333,66.9,4.4704,286.3,3.4782,0,-4.436666667,999999,0
17300,12/22/2020 20:00,1.733333333,70.14,5.7578752,310.1,0,0,-4.238666667,999999,0
17301,12/22/2020 21:00,1.144444444,65.26,5.36448,301.1,0,0,-5.803555556,999999,0
17302,12/22/2020 22:00,1.077777778,65.12,5.0560224,293.7,0,0,-5.898222222,999999,0
17303,12/22/2020 23:00,0.838888889,64.42,5.8651648,286.4,0,0,-6.277111111,999999,0
17304,12/23/2020 0:00,0.588888889,68.52,4.6894496,294.4,0,0,-5.707111111,999999,0
17305,12/23/2020 1:00,0.45,68.86,4.5776896,293.9,0,0,-5.778,999999,0
17306,12/23/2020 2:00,0.255555556,66.77,3.2365696,281.8,0,0,-6.390444444,999999,0
17307,12/23/2020 3:00,0.044444444,67.19,2.503424,284.2,0,0,-6.517555556,999999,0
17308,12/23/2020 4:00,-0.238888889,65.81,2.6464768,289.9,0,0,-7.076888889,999999,0
17309,12/23/2020 5:00,-0.472222222,65.69,2.3871936,291.5,0,0,-7.334222222,999999,0
