Plot Title: DL5,,,,,,,,,
#,"Date Time, GMT-05:00","Temp, °C (LGR S/N: 20098520, SEN S/N: 10762331, LBL: Tamb)","RH, % (LGR S/N: 21098500, SEN S/N: 10263331)","Wind Speed, mph (LGR S/N: 20198500, SEN S/N: 21706789)","Wind Direction, ø (LGR S/N: 20198500, SEN S/N: 21706789)","Solar Radiation, W/m² (LGR S/N: 20034090, SEN S/N: 23073988)","Precipitation, Inches  (LGR S/N: 20034090, SEN S/N: 23073988)","DewPoint, °C (LGR S/N: 20095520, SEN S/N: 10732331, LBL: Tamb)","SkyCover, Fraction (LGR S/N: 20095520, SEN S/N: 10732331, LBL: Tamb)"
6984,10/18/19 11:00:00 PM,1.333333333,96,2.7,133,0,0,0.533333333, -
6985,10/19/19 12:00:00 AM,1.333333333,97,3.2,139,0,0,0.733333333, -
6986,10/19/19 01:00:00 AM,1.055555556,97,4.2,152,0,0,0.455555556, -
6987,10/19/19 02:00:00 AM,0.5,97,4,142,0,0,-0.1, -
6988,10/19/19 03:00:00 AM,-0.444444444,97,3.4,109,0,0,-1.044444444, -
6989,10/19/19 04:00:00 AM,-1.166666667,97,3.4,90,0,0,-1.766666667, -
6990,10/19/19 05:00:00 AM,-1.388888889,97,3.9,80,0,0,-1.988888889, -
6991,10/19/19 06:00:00 AM,-1.5,97,3.1,90,0,0,-2.1,0
6992,10/19/19 07:00:00 AM,-1.444444444,98,3.8,80,23.26,0,-1.844444444,0
6993,10/19/19 08:00:00 AM,-0.333333333,97,4.2,63,157.005,0,-0.933333333,0
6994,10/19/19 09:00:00 AM,2.222222222,96,4.6,63,267.49,0,1.422222222,0
6995,10/19/19 10:00:00 AM,6.111111111,83,2.7,83,382.627,0,2.711111111,0
6996,10/19/19 11:00:00 AM,8.944444444,70,3.5,233,477.993,0,2.944444444,0
6997,10/19/19 12:00:00 PM,10.38888889,62,4.4,282,529.165,0,2.788888889,0
6998,10/19/19 01:00:00 PM,11.5,60,4.3,308,528.002,0,3.5,0
6999,10/19/19 02:00:00 PM,12.83333333,51,3.1,162,465.2,0,3.033333333,0
7000,10/19/19 03:00:00 PM,13.77777778,44,2.8,49,348.9,0,2.577777778,0
7001,10/19/19 04:00:00 PM,14.44444444,48,2.7,334,166.309,0,4.044444444,0
7002,10/19/19 05:00:00 PM,13.5,52,3.3,36,77.921,0,3.9,0
7003,10/19/19 06:00:00 PM,11.16666667,76,2.1,79,1.163,0,6.366666667,0
7004,10/19/19 07:00:00 PM,8.333333333,83,2.8,129,0,0,4.933333333,0
7005,10/19/19 08:00:00 PM,6.333333333,90,3.1,90,0,0,4.333333333,0
7006,10/19/19 09:00:00 PM,4.555555556,92,3.5,87,0,0,2.955555556, -
7007,10/19/19 10:00:00 PM,4,89,5.3,140,0,0,1.8, -
7008,10/19/19 11:00:00 PM,3.833333333,91,4.6,138,0,0,2.033333333, -
7009,10/20/19 12:00:00 AM,4.388888889,85,7,144,0,0,1.388888889, -
7010,10/20/19 01:00:00 AM,5.444444444,86,7.9,142,0,0,2.644444444, -
7011,10/20/19 02:00:00 AM,7,78,7.9,150,0,0,2.6, -
7012,10/20/19 03:00:00 AM,7,79,9.2,143,0,0,2.8, -
7013,10/20/19 04:00:00 AM,7.222222222,80,9.7,146,0,0,3.222222222, -
7014,10/20/19 05:00:00 AM,7.222222222,81,6.7,154,0,0,3.422222222, -
7015,10/20/19 06:00:00 AM,7.555555556,78,7.2,154,0,0,3.155555556, -
7016,10/20/19 07:00:00 AM,8.111111111,80,10.3,148,4.652,0,4.111111111,0
7017,10/20/19 08:00:00 AM,8.888888889,78,9,148,62.802,0,4.488888889,0
7018,10/20/19 09:00:00 AM,10,78,7.1,147,97.692,0,5.6,1
7019,10/20/19 10:00:00 AM,10.61111111,78,7,145,87.225,0,6.211111111,1
7020,10/20/19 11:00:00 AM,11.44444444,77,8,151,112.811,0,6.844444444,1
7021,10/20/19 12:00:00 PM,11.61111111,78,7.3,137,112.811,0,7.211111111,1
7022,10/20/19 01:00:00 PM,12.77777778,74,9,146,253.534,0,7.577777778,1
7023,10/20/19 02:00:00 PM,14.11111111,72,9.7,154,334.944,0,8.511111111,0
7024,10/20/19 03:00:00 PM,14.83333333,72,10.2,147,289.587,0,9.233333333,0
7025,10/20/19 04:00:00 PM,14.44444444,75,8.9,147,138.397,0,9.444444444,0
7026,10/20/19 05:00:00 PM,13.66666667,79,7.8,152,36.053,0,9.466666667,0
7027,10/20/19 06:00:00 PM,12.55555556,84,5.7,143,2.326,0,9.355555556,0
7028,10/20/19 07:00:00 PM,10.83333333,89,5.1,141,0,0,8.633333333,0
7029,10/20/19 08:00:00 PM,9.722222222,92,4.1,149,0,0,8.122222222,0
7030,10/20/19 09:00:00 PM,9.111111111,93,4.9,154,0,0,7.711111111,0
7031,10/20/19 10:00:00 PM,8.666666667,94,4.6,159,0,0,7.466666667, -
7032,10/20/19 11:00:00 PM,7.888888889,95,4.8,151,0,0,6.888888889, -
7033,10/21/19 12:00:00 AM,7,95,3.9,128,0,0,6, -
7034,10/21/19 01:00:00 AM,5.666666667,96,5.1,62,0,0,4.866666667, -
7035,10/21/19 02:00:00 AM,4.722222222,97,5.1,60,0,0,4.122222222, -
7036,10/21/19 03:00:00 AM,4.388888889,98,5.1,63,0,0,3.988888889, -
7037,10/21/19 04:00:00 AM,4.166666667,99,4.8,63,0,0,3.966666667, -
7038,10/21/19 05:00:00 AM,4.166666667,99,4.8,51,0,0,3.966666667, -
7039,10/21/19 06:00:00 AM,4.277777778,100,4.3,58,0,0,4.277777778,1
7040,10/21/19 07:00:00 AM,4.111111111,100,4.2,55,6.978,0,4.111111111,1
7041,10/21/19 08:00:00 AM,4.5,100,2.5,59,59.313,0,4.5,1
7042,10/21/19 09:00:00 AM,5.388888889,100,2,52,130.256,0,5.388888889,1
7043,10/21/19 10:00:00 AM,6.777777778,100,2.7,52,238.415,0,6.777777778,0.8
7044,10/21/19 11:00:00 AM,9.944444444,98,2.7,237,459.385,0,9.544444444, -
7045,10/21/19 12:00:00 PM,13.94444444,61,4.6,240,510.557,0,6.144444444,0
7046,10/21/19 01:00:00 PM,16.88888889,58,9.7,136,503.579,0,8.488888889,0
7047,10/21/19 02:00:00 PM,17.66666667,59,7.1,163,446.592,0,9.466666667,0
7048,10/21/19 03:00:00 PM,17.83333333,57,7.5,174,338.433,0,9.233333333,0
7049,10/21/19 04:00:00 PM,17.61111111,62,8.5,149,200.036,0,10.01111111,0
7050,10/21/19 05:00:00 PM,16.33333333,69,6.9,115,50.009,0,10.13333333,0
7051,10/21/19 06:00:00 PM,14.05555556,78,3.9,78,1.163,0,9.655555556,0
7052,10/21/19 07:00:00 PM,11.11111111,88,4.1,101,0,0,8.711111111,0
7053,10/21/19 08:00:00 PM,10.22222222,81,4.8,108,0,0,6.422222222,0
7054,10/21/19 09:00:00 PM,14.16666667,73,12,154,0,0,8.766666667,0
7055,10/21/19 10:00:00 PM,14.33333333,72,12.7,159,0,0,8.733333333,0
7056,10/21/19 11:00:00 PM,14.05555556,72,13.9,163,0,0,8.455555556,0
7057,10/22/19 12:00:00 AM,13.66666667,71,11,163,0,0,7.866666667,0
7058,10/22/19 01:00:00 AM,13.38888889,70,12.8,155,0,0,7.388888889,0
7059,10/22/19 02:00:00 AM,13.33333333,71,13.1,159,0,0,7.533333333,0.5
7060,10/22/19 03:00:00 AM,13.11111111,78,16.4,153,0,0,8.711111111,0.8
7061,10/22/19 04:00:00 AM,13.27777778,80,16.1,159,0,0,9.277777778,1
7062,10/22/19 05:00:00 AM,13.38888889,79,14.3,159,0,0,9.188888889,1
7063,10/22/19 06:00:00 AM,13.22222222,79,18.7,159,0,0,9.022222222,1
7064,10/22/19 07:00:00 AM,13.11111111,81,18.1,162,2.326,0,9.311111111,1
7065,10/22/19 08:00:00 AM,13.05555556,83,17.2,158,15.119,0,9.655555556,1
7066,10/22/19 09:00:00 AM,13.05555556,86,15,153,22.097,0,10.25555556,1
7067,10/22/19 10:00:00 AM,13.22222222,85,13.3,154,36.053,0,10.22222222,1
7068,10/22/19 11:00:00 AM,13.38888889,85,15.2,150,81.41,0,10.38888889,1
7069,10/22/19 12:00:00 PM,13.55555556,84,15.8,150,98.855,0,10.35555556,1
7070,10/22/19 01:00:00 PM,14.11111111,84,15.4,158,110.485,0,10.91111111,1
7071,10/22/19 02:00:00 PM,14.33333333,86,14.6,162,37.216,0,11.53333333,1
7072,10/22/19 03:00:00 PM,13.38888889,94,8.8,179,27.912,0.15,12.18888889,1
7073,10/22/19 04:00:00 PM,13.05555556,96,5.4,170,13.956,0.17,12.25555556,1
7074,10/22/19 05:00:00 PM,12.77777778,97,6.4,144,5.815,0.13,12.17777778,1
7075,10/22/19 06:00:00 PM,12.83333333,96,6.8,138,0,0.04,12.03333333,1
7076,10/22/19 07:00:00 PM,12.77777778,96,6.9,145,0,0.05,11.97777778,1
7077,10/22/19 08:00:00 PM,12.83333333,96,5.2,146,0,0,12.03333333,1
7078,10/22/19 09:00:00 PM,12.44444444,94,6.4,152,0,0,11.24444444,1
7079,10/22/19 10:00:00 PM,11.66666667,95,4.3,155,0,0,10.66666667,0
7080,10/22/19 11:00:00 PM,10.66666667,95,4,167,0,0,9.666666667,0.2
7081,10/23/19 12:00:00 AM,9.777777778,95,3.5,239,0,0,8.777777778,0.2
7082,10/23/19 01:00:00 AM,9.055555556,95,3.4,131,0,0,8.055555556,0.2
7083,10/23/19 02:00:00 AM,8,97,3.6,139,0,0,7.4,1
7084,10/23/19 03:00:00 AM,8.333333333,97,3,135,0,0,7.733333333,1
7085,10/23/19 04:00:00 AM,7.444444444,97,2.8,119,0,0,6.844444444,0
7086,10/23/19 05:00:00 AM,5.777777778,97,3.2,121,0,0,5.177777778,0
7087,10/23/19 06:00:00 AM,5.388888889,98,4.5,155,0,0,4.988888889,0
7088,10/23/19 07:00:00 AM,5.111111111,98,4.7,158,6.978,0,4.711111111,0
7089,10/23/19 08:00:00 AM,6.388888889,93,3.6,174,94.203,0,4.988888889,0
7090,10/23/19 09:00:00 AM,9.222222222,77,6,248,260.512,0,4.622222222,0
7091,10/23/19 10:00:00 AM,11.05555556,69,8.1,246,373.323,0,4.855555556,0.2
7092,10/23/19 11:00:00 AM,12.33333333,61,8.7,249,475.667,0,4.533333333,0.5
7093,10/23/19 12:00:00 PM,13.33333333,55,11.8,262,474.504,0,4.333333333,0.8
7094,10/23/19 01:00:00 PM,14.05555556,47,12.6,256,488.46,0,3.455555556,0.5
7095,10/23/19 02:00:00 PM,14.16666667,43,11.2,270,307.032,0,2.766666667,0.5
7096,10/23/19 03:00:00 PM,14.38888889,39,11.9,269,257.023,0,2.188888889,0.5
7097,10/23/19 04:00:00 PM,14.38888889,38,11.5,277,197.71,0,1.988888889,0.2
7098,10/23/19 05:00:00 PM,13.5,43,9.7,281,61.639,0,2.1,0
7099,10/23/19 06:00:00 PM,11.22222222,57,4.9,246,1.163,0,2.622222222,0
7100,10/23/19 07:00:00 PM,8.444444444,71,2.9,208,0,0,2.644444444,0
7101,10/23/19 08:00:00 PM,5.111111111,84,3.9,178,0,0,1.911111111,0
7102,10/23/19 09:00:00 PM,3.333333333,86,4.2,167,0,0,0.533333333,0
7103,10/23/19 10:00:00 PM,3.111111111,85,3.6,159,0,0,0.111111111,0
7104,10/23/19 11:00:00 PM,3.277777778,82,4.4,157,0,0,-0.322222222,0
7105,10/24/19 12:00:00 AM,3.222222222,82,4.6,148,0,0,-0.377777778,0
7106,10/24/19 01:00:00 AM,3.055555556,82,4.6,140,0,0,-0.544444444,0
7107,10/24/19 02:00:00 AM,3.111111111,81,4.6,144,0,0,-0.688888889,0
7108,10/24/19 03:00:00 AM,3.444444444,79,5.1,153,0,0,-0.755555556,0
7109,10/24/19 04:00:00 AM,4.111111111,78,5.3,159,0,0,-0.288888889,0
7110,10/24/19 05:00:00 AM,3.666666667,79,4.4,148,0,0,-0.533333333,0.2
7111,10/24/19 06:00:00 AM,4.888888889,69,4.8,152,0,0,-1.311111111,0
7112,10/24/19 07:00:00 AM,6.444444444,68,6,152,12.793,0,0.044444444,0.8
7113,10/24/19 08:00:00 AM,8.388888889,62,6.7,136,110.485,0,0.788888889,0.8
7114,10/24/19 09:00:00 AM,9.555555556,55,9.4,142,170.961,0,0.555555556,0
7115,10/24/19 10:00:00 AM,13.05555556,40,7.6,187,340.759,0,1.055555556,0
7116,10/24/19 11:00:00 AM,16.11111111,34,7.2,198,473.341,0,2.911111111,0.5
7117,10/24/19 12:00:00 PM,17.05555556,33,6,196,227.948,0,3.655555556,1
7118,10/24/19 01:00:00 PM,18.05555556,32,7.4,224,162.82,0,4.455555556,0.8
7119,10/24/19 02:00:00 PM,19.05555556,30,8.9,227,260.512,0,5.055555556,0.8
7120,10/24/19 03:00:00 PM,19.77777778,29,10.1,241,211.666,0,5.577777778,1
7121,10/24/19 04:00:00 PM,19.27777778,41,7.4,284,130.256,0,7.477777778,0.8
7122,10/24/19 05:00:00 PM,16.44444444,54,6.7,355,23.26,0,7.244444444,1
7123,10/24/19 06:00:00 PM,14.44444444,57,3.5,34,0,0,5.844444444,1
7124,10/24/19 07:00:00 PM,13.55555556,62,4.1,340,0,0,5.955555556,1
7125,10/24/19 08:00:00 PM,13.05555556,70,3.1,352,0,0,7.055555556,1
7126,10/24/19 09:00:00 PM,10.27777778,81,2.4,123,0,0,6.477777778,1
7127,10/24/19 10:00:00 PM,9.333333333,84,2.4,48,0,0,6.133333333,1
7128,10/24/19 11:00:00 PM,10.05555556,78,4.2,352,0,0,5.655555556,0.8
7129,10/25/19 12:00:00 AM,9.333333333,86,2.2,43,0,0,6.533333333,0
7130,10/25/19 01:00:00 AM,7.111111111,89,1.9,188,0,0,4.911111111,0
7131,10/25/19 02:00:00 AM,5.833333333,93,2.7,124,0,0,4.433333333,0
7132,10/25/19 03:00:00 AM,5.722222222,95,2.9,102,0,0,4.722222222,1
7133,10/25/19 04:00:00 AM,6.166666667,95,1.9,75,0,0,5.166666667,0.8
7134,10/25/19 05:00:00 AM,6.388888889,95,2,75,0,0,5.388888889,1
7135,10/25/19 06:00:00 AM,6.444444444,95,2.4,69,0,0,5.444444444,0.8
7136,10/25/19 07:00:00 AM,6.444444444,95,2.3,77,1.163,0,5.444444444,0.8
7137,10/25/19 08:00:00 AM,6.666666667,95,1.6,86,9.304,0,5.666666667,0.5
7138,10/25/19 09:00:00 AM,7.222222222,94,2,47,69.78,0,6.022222222,0.2
7139,10/25/19 10:00:00 AM,8.333333333,88,2.4,67,112.811,0,5.933333333,0.5
7140,10/25/19 11:00:00 AM,9.277777778,84,2.8,29,118.626,0,6.077777778,0.5
7141,10/25/19 12:00:00 PM,10.05555556,80,2.3,2,124.441,0,6.055555556,1
7142,10/25/19 01:00:00 PM,10.66666667,81,2.3,164,91.877,0,6.866666667,1
7143,10/25/19 02:00:00 PM,11.22222222,81,2.2,267,75.595,0,7.422222222,1
7144,10/25/19 03:00:00 PM,11,84,3.8,305,43.031,0,7.8,0.8
7145,10/25/19 04:00:00 PM,10.22222222,89,4.3,303,26.749,0,8.022222222,1
7146,10/25/19 05:00:00 PM,9.611111111,93,4.1,297,3.489,0,8.211111111,1
7147,10/25/19 06:00:00 PM,9.166666667,94,3.4,289,0,0,7.966666667,1
7148,10/25/19 07:00:00 PM,9.111111111,95,2.8,301,0,0.02,8.111111111,1
7149,10/25/19 08:00:00 PM,8.944444444,96,3.1,349,0,0.01,8.144444444,1
7150,10/25/19 09:00:00 PM,8.833333333,97,3.2,240,0,0,8.233333333,1
7151,10/25/19 10:00:00 PM,8.666666667,97,2.3,179,0,0,8.066666667,1
7152,10/25/19 11:00:00 PM,8.388888889,97,3.3,161,0,0,7.788888889,1
7153,10/26/19 12:00:00 AM,8.444444444,97,2.2,149,0,0,7.844444444,1
7154,10/26/19 01:00:00 AM,8.277777778,97,2.1,104,0,0,7.677777778,1
7155,10/26/19 02:00:00 AM,8.166666667,97,2.2,137,0,0,7.566666667,1
7156,10/26/19 03:00:00 AM,7.555555556,97,2.2,86,0,0,6.955555556,0.5
7157,10/26/19 04:00:00 AM,5.777777778,98,2.8,121,0,0,5.377777778,0
7158,10/26/19 05:00:00 AM,4.444444444,99,2.8,84,0,0,4.244444444,0
7159,10/26/19 06:00:00 AM,3.944444444,99,2.1,96,0,0,3.744444444,1
7160,10/26/19 07:00:00 AM,4,99,2.5,98,5.815,0,3.8,1
7161,10/26/19 08:00:00 AM,4.611111111,99,2.8,58,36.053,0,4.411111111,1
7162,10/26/19 09:00:00 AM,5.5,100,4.1,55,110.485,0,5.5,1
7163,10/26/19 10:00:00 AM,6.5,100,3.5,56,210.503,0,6.5,1
7164,10/26/19 11:00:00 AM,8.5,92,4.2,49,455.896,0,6.9,0.8
7165,10/26/19 12:00:00 PM,10.77777778,77,3.1,323,348.9,0,6.177777778,0.8
7166,10/26/19 01:00:00 PM,11.77777778,72,3.3,45,289.587,0,6.177777778,0.8
7167,10/26/19 02:00:00 PM,12.5,64,3.9,54,222.133,0,5.3,0
7168,10/26/19 03:00:00 PM,13.61111111,60,7.8,106,300.054,0,5.611111111,0
7169,10/26/19 04:00:00 PM,13.16666667,66,7.4,115,95.366,0,6.366666667,0
7170,10/26/19 05:00:00 PM,12.22222222,66,5.2,104,20.934,0,5.422222222,0
7171,10/26/19 06:00:00 PM,11.55555556,71,3.8,95,0,0,5.755555556,0
7172,10/26/19 07:00:00 PM,11.33333333,64,6.3,120,0,0,4.133333333,0
7173,10/26/19 08:00:00 PM,11.77777778,73,5.8,141,0,0,6.377777778,1
7174,10/26/19 09:00:00 PM,10.77777778,89,7.5,155,0,0.02,8.577777778,1
7175,10/26/19 10:00:00 PM,10.55555556,90,10.1,152,0,0,8.555555556,1
7176,10/26/19 11:00:00 PM,10.72222222,90,13.9,147,0,0,8.722222222,1
7177,10/27/19 12:00:00 AM,10.66666667,91,13.7,147,0,0.02,8.866666667,1
7178,10/27/19 01:00:00 AM,10.55555556,92,15.7,141,0,0.02,8.955555556,1
7179,10/27/19 02:00:00 AM,10.55555556,89,14.6,150,0,0,8.355555556,1
7180,10/27/19 03:00:00 AM,10.5,87,13.7,151,0,0,7.9,1
7181,10/27/19 04:00:00 AM,9.944444444,88,16.4,144,0,0.02,7.544444444,1
7182,10/27/19 05:00:00 AM,9.944444444,89,17.4,147,0,0.02,7.744444444,1
7183,10/27/19 06:00:00 AM,10.22222222,92,16.7,151,0,0.03,8.622222222,1
7184,10/27/19 07:00:00 AM,10.38888889,94,14.8,155,1.163,0.15,9.188888889,1
7185,10/27/19 08:00:00 AM,10.77777778,94,14,151,13.956,0.06,9.577777778,1
7186,10/27/19 09:00:00 AM,11.55555556,95,23.8,147,38.379,0.1,10.55555556,1
7187,10/27/19 10:00:00 AM,12.5,92,19.6,152,152.353,0,10.9,1
7188,10/27/19 11:00:00 AM,14.05555556,88,15.8,162,307.032,0,11.65555556,1
7189,10/27/19 12:00:00 PM,15.66666667,88,15.5,162,295.402,0,13.26666667,1
7190,10/27/19 01:00:00 PM,16.22222222,85,12.4,160,159.331,0,13.22222222,1
7191,10/27/19 02:00:00 PM,17.05555556,89,7.8,185,84.899,0.01,14.85555556,1
7192,10/27/19 03:00:00 PM,16.94444444,79,10.6,252,115.137,0,12.74444444,1
7193,10/27/19 04:00:00 PM,16.66666667,74,11.5,268,51.172,0,11.46666667,1
7194,10/27/19 05:00:00 PM,15.83333333,71,11.7,286,18.608,0,10.03333333,1
7195,10/27/19 06:00:00 PM,14.66666667,74,10.3,287,0,0,9.466666667,1
7196,10/27/19 07:00:00 PM,13.77777778,75,9.4,275,0,0,8.777777778,1
7197,10/27/19 08:00:00 PM,13.38888889,76,8.8,275,0,0,8.588888889,1
7198,10/27/19 09:00:00 PM,13.05555556,79,9.5,282,0,0,8.855555556,1
7199,10/27/19 10:00:00 PM,12.66666667,81,7.9,280,0,0,8.866666667,1
7200,10/27/19 11:00:00 PM,12.5,81,5.1,296,0,0,8.7,1
7201,10/28/19 12:00:00 AM,12.27777778,83,4.8,290,0,0,8.877777778,1
7202,10/28/19 01:00:00 AM,12.11111111,79,5.5,302,0,0,7.911111111,1
7203,10/28/19 02:00:00 AM,12,80,5.3,321,0,0,8,1
7204,10/28/19 03:00:00 AM,11.83333333,81,3.6,330,0,0,8.033333333,1
7205,10/28/19 04:00:00 AM,11.66666667,82,4.1,327,0,0,8.066666667,1
7206,10/28/19 05:00:00 AM,11.55555556,84,4.5,335,0,0,8.355555556,1
7207,10/28/19 06:00:00 AM,11.44444444,85,3.1,314,0,0,8.444444444,1
7208,10/28/19 07:00:00 AM,11.05555556,89,1,16,2.326,0,8.855555556,0.8
7209,10/28/19 08:00:00 AM,10.77777778,90,2.7,126,37.216,0,8.777777778,0.8
7210,10/28/19 09:00:00 AM,11.94444444,82,3.3,136,167.472,0,8.344444444,0.5
7211,10/28/19 10:00:00 AM,13.72222222,72,3.3,181,298.891,0,8.122222222,0.5
7212,10/28/19 11:00:00 AM,15.22222222,67,4,129,441.94,0,8.622222222,0
7213,10/28/19 12:00:00 PM,16.44444444,59,4.7,155,483.808,0,8.244444444,0
7214,10/28/19 01:00:00 PM,55537.22222,99999,99999,99999,469.852,0,75517.02222,0
7215,10/28/19 02:00:00 PM,55537.22222,99999,6.1,149,415.191,0,75517.02222,0
7216,10/28/19 03:00:00 PM,18.83333333,55,7.8,136,304.706,0,9.833333333,0
7217,10/28/19 04:00:00 PM,18.72222222,57,7.9,144,174.45,0,10.12222222,0
7218,10/28/19 05:00:00 PM,17.83333333,61,5.6,157,43.031,0,10.03333333,0
7219,10/28/19 06:00:00 PM,14.44444444,78,6.2,131,0,0,10.04444444,0
7220,10/28/19 07:00:00 PM,12.88888889,76,6.9,127,0,0,8.088888889,0
7221,10/28/19 08:00:00 PM,12.44444444,77,4.3,122,0,0,7.844444444,0
7222,10/28/19 09:00:00 PM,11.83333333,76,6,140,0,0,7.033333333,0
7223,10/28/19 10:00:00 PM,13.05555556,75,8.5,142,0,0,8.055555556,0
7224,10/28/19 11:00:00 PM,12.94444444,78,8.6,144,0,0,8.544444444,0
7225,10/29/19 12:00:00 AM,12.16666667,84,8.9,131,0,0,8.966666667,0
7226,10/29/19 01:00:00 AM,11.66666667,86,12.1,149,0,0,8.866666667,0.2
7227,10/29/19 02:00:00 AM,12,84,12.5,153,0,0,8.8,1
7228,10/29/19 03:00:00 AM,12.22222222,82,12.1,153,0,0,8.622222222,0.5
7229,10/29/19 04:00:00 AM,12,81,14.2,166,0,0,8.2,0.5
7230,10/29/19 05:00:00 AM,11.77777778,79,12.2,161,0,0,7.577777778,0
7231,10/29/19 06:00:00 AM,11.72222222,77,12.6,166,0,0,7.122222222,0.2
7232,10/29/19 07:00:00 AM,11.66666667,78,12.8,167,3.489,0,7.266666667,0.5
7233,10/29/19 08:00:00 AM,12.11111111,76,11.8,155,68.617,0,7.311111111,0.8
7234,10/29/19 09:00:00 AM,12.94444444,75,10.5,152,123.278,0,7.944444444,0.8
7235,10/29/19 10:00:00 AM,13.77777778,73,10.6,158,226.785,0,8.377777778,0.8
7236,10/29/19 11:00:00 AM,14.38888889,70,11.2,167,261.675,0,8.388888889,0.8
7237,10/29/19 12:00:00 PM,16,67,12.2,164,536.143,0,9.4,0.2
7238,10/29/19 01:00:00 PM,16.66666667,68,10.9,174,458.222,0,10.26666667,0.5
7239,10/29/19 02:00:00 PM,17.16666667,67,8.6,186,407.05,0,10.56666667,0.5
7240,10/29/19 03:00:00 PM,16.61111111,69,10.1,177,265.164,0,10.41111111,0.5
7241,10/29/19 04:00:00 PM,16.66666667,69,8,179,172.124,0,10.46666667,0.8
7242,10/29/19 05:00:00 PM,15.44444444,75,8.7,171,43.031,0,10.44444444,0.5
7243,10/29/19 06:00:00 PM,14.11111111,79,6.5,152,0,0,9.911111111,0.5
7244,10/29/19 07:00:00 PM,13.61111111,79,6.7,147,0,0,9.411111111,0
7245,10/29/19 08:00:00 PM,13.11111111,83,5.8,134,0,0,9.711111111,0
7246,10/29/19 09:00:00 PM,12.61111111,83,4.6,149,0,0,9.211111111,1
7247,10/29/19 10:00:00 PM,13.16666667,82,5.3,182,0,0,9.566666667,1
7248,10/29/19 11:00:00 PM,13.22222222,85,3.7,187,0,0,10.22222222,1
7249,10/30/19 12:00:00 AM,13.05555556,85,5.7,148,0,0,10.05555556,1
7250,10/30/19 01:00:00 AM,13.22222222,84,5.7,159,0,0,10.02222222,1
7251,10/30/19 02:00:00 AM,13.33333333,85,5,152,0,0,10.33333333,1
7252,10/30/19 03:00:00 AM,13.27777778,86,6.6,142,0,0,10.47777778,1
7253,10/30/19 04:00:00 AM,12.88888889,86,5.8,139,0,0,10.08888889,1
7254,10/30/19 05:00:00 AM,12.83333333,87,4.3,151,0,0,10.23333333,1
7255,10/30/19 06:00:00 AM,12.66666667,87,5.8,145,0,0,10.06666667,1
7256,10/30/19 07:00:00 AM,12.72222222,87,5,150,1.163,0,10.12222222,1
7257,10/30/19 08:00:00 AM,13.05555556,88,2.5,144,13.956,0,10.65555556,1
7258,10/30/19 09:00:00 AM,13.33333333,86,4.8,132,46.52,0,10.53333333,1
7259,10/30/19 10:00:00 AM,13.72222222,85,5.4,145,66.291,0,10.72222222,1
7260,10/30/19 11:00:00 AM,14.16666667,85,6.7,150,75.595,0,11.16666667,1
7261,10/30/19 12:00:00 PM,14.44444444,84,6.2,150,102.344,0,11.24444444,1
7262,10/30/19 01:00:00 PM,14.88888889,84,7.3,155,133.745,0,11.68888889,1
7263,10/30/19 02:00:00 PM,14.44444444,86,7.7,162,58.15,0,11.64444444,1
7264,10/30/19 03:00:00 PM,13.88888889,86,7.7,158,31.401,0,11.08888889,1
7265,10/30/19 04:00:00 PM,13.77777778,86,6.9,135,27.912,0,10.97777778,1
7266,10/30/19 05:00:00 PM,13.61111111,86,6,129,8.141,0,10.81111111,1
7267,10/30/19 06:00:00 PM,13.5,87,4.6,135,0,0,10.9,1
7268,10/30/19 07:00:00 PM,13.33333333,88,3.6,136,0,0,10.93333333,1
7269,10/30/19 08:00:00 PM,13.33333333,87,4.8,126,0,0,10.73333333,1
7270,10/30/19 09:00:00 PM,13.83333333,86,8.1,152,0,0,11.03333333,0.8
7271,10/30/19 10:00:00 PM,14.22222222,87,11,144,0,0,11.62222222,0.8
7272,10/30/19 11:00:00 PM,14.16666667,93,9.5,150,0,0.02,12.76666667,1
7273,10/31/19 12:00:00 AM,13.72222222,96,8.1,152,0,0.07,12.92222222,1
7274,10/31/19 01:00:00 AM,13.72222222,97,7.1,156,0,0.02,13.12222222,1
7275,10/31/19 02:00:00 AM,14,96,9.8,151,0,0,13.2,1
7276,10/31/19 03:00:00 AM,14.44444444,94,8.2,152,0,0,13.24444444,1
7277,10/31/19 04:00:00 AM,14.61111111,94,8.1,156,0,0.04,13.41111111,1
7278,10/31/19 05:00:00 AM,14.77777778,95,6.8,135,0,0.02,13.77777778,1
7279,10/31/19 06:00:00 AM,14.77777778,95,7.7,145,0,0,13.77777778,0.8
7280,10/31/19 07:00:00 AM,15,94,8.9,149,1.163,0,13.8,0.8
7281,10/31/19 08:00:00 AM,15.27777778,94,9.2,147,17.445,0,14.07777778,0.8
7282,10/31/19 09:00:00 AM,16.05555556,92,7.1,145,58.15,0,14.45555556,1
7283,10/31/19 10:00:00 AM,16.61111111,91,10,143,66.291,0,14.81111111,0.8
7284,10/31/19 11:00:00 AM,17.11111111,91,9.2,149,41.868,0,15.31111111,1
7285,10/31/19 12:00:00 PM,17.83333333,91,11.7,156,97.692,0,16.03333333,1
7286,10/31/19 01:00:00 PM,18.16666667,93,12.3,155,81.41,0,16.76666667,1
7287,10/31/19 02:00:00 PM,18.44444444,94,12.6,157,56.987,0.04,17.24444444,1
